VENDOR,PARTNER_NAME,PARENT_COMPANY,SF_ID,CMS_ID,ZUORA_NAME
Bitdefender,Adfranse Automatisering B V,,ACT-00259372,,
Bitdefender,IQ Solutions GmbH,,ACT-00238896,,
Bitdefender,SNT Technology Pty Ltd,,ACT-00240817,,
Bitdefender,RCB,,ACT-00286710,639a43c8ad16c12cd00b1048,RCB
Bitdefender,"Right Click, Inc.",,ACT-00240105,,
Bitdefender,Nfc It (NFC/IT),,ACT-00033285,58050617b81b7761f68b4629,Nfc It (NFC/IT)
Bitdefender,Defender Services,,ACT-00269554,,
Bitdefender,Threat Stopper,,ACT-00461076,6966a54315645316570c875d,Threat Stopper
Bitdefender,"Ntiva, Inc",,ACT-00172086,605e44fc44500252663a8843,"Ntiva, Inc"
Bitdefender,NetworkPro Consultant,,ACT-00259326,,
Bitdefender,Software Solutions S.r.l.,,ACT-00225596,,
Bitdefender,1-UP IT Consulting,,ACT-00208999,5e2b15b4404ad30e406177e9,1-UP IT Consulting
Bitdefender,"Orbis Tech Services, LLC",,ACT-00413920,,
Bitdefender,WayTek,,ACT-00237783,69dcf5d873298cd5d905efc6,WayTek
Bitdefender,Integrity Technology Services Ltd,,ACT-00184173,5df947047357482b5851093a,Integrity Technology Services Ltd
Bitdefender,7 Cyber Puerto Rico,,ACT-00457560,,
Bitdefender,Servodata Services,,ACT-00287569,6446d65ae09e7600e408a641,Servodata Services
Bitdefender,Kishiyama Consulting + Fortify,,ACT-00017540,680bfa508ab025854f0a2054,Kishiyama Consulting + Fortify
Bitdefender,Republic,,ACT-00125107,,
Bitdefender,Nivika Systems,,ACT-00441205,,
Bitdefender,"Silverado Technologies, Inc",,ACT-00111791,60ad6bd795d73e163c33e1c4,"Silverado Technologies, Inc"
Bitdefender,"Superior Steel, Inc",,ACT-00288311,65e8c0ea6b568c499d0dd3d9,"Superior Steel, Inc"
Bitdefender,Americhoice FCU,,ACT-00249507,613bdbf80791ad2624038fe8,Americhoice FCU
Bitdefender,Advanced Micro Systems & Solutions Inc,,ACT-00166528,,
Bitdefender,TWC Inc,,ACT-00067031,65678c4dcbae203baf0a20da,TWC Inc
Bitdefender,Sefalana Cash & Carry (Namibia) (Pty),,ACT-00438119,,
Bitdefender,"Longview Computer and Network Solutions, LLC",,ACT-00038602,5e260e1d404ad31ed73bab81,"Longview Computer and Network Solutions, LLC"
Bitdefender,Rhesus inc,,ACT-00206449,,
Bitdefender,Chisholm Creek Utility Authority,,ACT-00271917,64220818b8868fca7e0e8488,Chisholm Creek Utility Authority
Bitdefender,Kage Innovation LLC,,ACT-00257096,,
Bitdefender,Advantage Business Solutions,,ACT-00183985,,
Bitdefender,UMBRELLA TECHNOLOGIES INC.,,ACT-00208029,623226cec1653f50e2465ac6,UMBRELLA TECHNOLOGIES INC.
Bitdefender,"Xceptional Networks, Inc",,ACT-00008780,,
Bitdefender,Transnet Communications - 98b3b8,,ACT-00266248,6230c4c600e82d585e3ebdc5,Transnet Communications - 98b3b8
Bitdefender,Carmichael Consulting Solutions LLC,,ACT-00069316,5eb072c07357481be0735d3c,Carmichael Consulting Solutions LLC
Bitdefender,BDR VOICE & DATA SOLUTIONS LTD,,ACT-00166537,,
Bitdefender,Southeast Regional Technology Group,,ACT-00245362,5ab17624faf3112f5e8b4580,Southeast Regional Technology Group
Bitdefender,"Avatel Technologies, Inc",,ACT-00044135,689cea2618f8eca10d058cd6,"Avatel Technologies, Inc"
Bitdefender,"Horizon Tire, Inc.",,ACT-00023219,,
Bitdefender,Lorica Cyber Pty Ltd t/a Kaesim Cybersecurity,,ACT-00040758,62df45abcdc07c9ce2047d46,Lorica Cyber Pty Ltd t/a Kaesim Cybersecurity
Bitdefender,Gflex,,ACT-00245462,,
Bitdefender,"Networking Specialists, Inc.",,ACT-00096500,,
Bitdefender,1311339 Ontario Limited O/A Onit,,ACT-00133429,,
Bitdefender,Entegrity Networks,,ACT-00169418,,
Bitdefender,Blue42 - Ralf Markard,,ACT-00253306,,
Bitdefender,Netsense IT Simplified Ltd,,ACT-00029518,,
Bitdefender,MIS Support,,ACT-00016711,,
Bitdefender,"Salus Finance, LLC dba AdminaHealth",,ACT-00080549,63d3e03294e92aa25b0b9421,"Salus Finance, LLC dba AdminaHealth"
Bitdefender,LMT Computer Systems Inc.,,ACT-00171250,,
Bitdefender,CompYouter Solutions,,ACT-00003736,,
Bitdefender,Indian River Computer Services,,ACT-00337098,,
Bitdefender,Reboot Networks,,ACT-00235111,5d1d069e735748158f71bc03,Reboot Networks
Bitdefender,Popstroke,,ACT-00276218,63fd1b60e5ec9f3f2406924c,Popstroke
Bitdefender,"Think IP Systems, LLC",,ACT-00136609,54c537e9518b098d148b4593,"Think IP Systems, LLC"
Bitdefender,CFR Solutions LLC,,ACT-00216214,67f3e35196094207520be011,CFR Solutions LLC
Bitdefender,Dot.Interactive BV,,ACT-00422776,,
Bitdefender,SoCo-IT,,ACT-00295940,6569fca07162b53393024204,SoCo-IT
Bitdefender,P5 Ventures,,ACT-00383495,,
Bitdefender,Lynx Technologies,,ACT-00013031,5e20f6bf0d21ea6e3d541987,Lynx Technologies
Bitdefender,SharkEye Technology Services,,ACT-00235869,5ea2d521404ad352c3756ff7,SharkEye Technology Services
Bitdefender,TECHNITRICK (Partenaire),,ACT-00225398,5ad0cc01faf31122248b4582,TECHNITRICK (Partenaire)
Bitdefender,ComTech Network Solutions,,ACT-00246018,,
Bitdefender,Allegiance Computer Technologies,,ACT-00048726,,
Bitdefender,Threat Stopper,,ACT-00461076,,
Bitdefender,Lucas Systems Inc,,ACT-00197003,5e2219fc404ad355124d64bb,Lucas Systems Inc
Bitdefender,Itsoft LLC,,ACT-00030237,,
Bitdefender,Bank Five Nine,,ACT-00253224,611c25332582396b1a2bf3a3,Bank Five Nine
Bitdefender,Caffeinated Computer Consulting Inc.,,ACT-00084599,5e2f3733404ad3155c5e6c86,Caffeinated Computer Consulting Inc.
Bitdefender,Cloud Network Services Inc,,ACT-00123601,,
Bitdefender,Burton & Co (Burton &amp; Co),,ACT-00265860,61f006ccbab3052ac95d1d95,Burton & Co (Burton &amp; Co)
Bitdefender,"Classic Office Systems, Inc.",,ACT-00076051,5ec57fba73574847881d6728,"Classic Office Systems, Inc."
Bitdefender,Singlepoint Global,,ACT-00101553,56f1f486530e141af68b456f,Singlepoint Global
Bitdefender,Mino IT Managed Services Pty Ltd,,ACT-00188612,,
Bitdefender,Concept Technology Centre,,ACT-00026655,,
Bitdefender,North Country Business Products,,ACT-00235743,5d4d99d6404ad3881604baa6,North Country Business Products
Bitdefender,DEXSTA FCU,,ACT-00089332,6242f6c22a2c2a1a843bcd3e,DEXSTA FCU
Bitdefender,Computer Doctor,,ACT-00051656,,
Bitdefender,"Abel Technologies, LLC",,ACT-00643251,609723bfa2894c43e379f033,"Abel Technologies, LLC"
Bitdefender,Progress I.T. Pty Ltd,,ACT-00164164,,
Bitdefender,Network Systems & Solutions,,ACT-00253384,,
Bitdefender,Starlight Computing+Fortify,,ACT-00287994,684ad07c7369626c7d08c2e4,Starlight Computing+Fortify
Bitdefender,Effective Tech,,ACT-00336876,668c297406a6f2c553023d85,Effective Tech
Bitdefender,CloudStep,,ACT-00130270,,
Bitdefender,TRAKAmerica,,ACT-00243671,,
Bitdefender,Umbrella Technologies,,ACT-00208029,,
Bitdefender,GVC Mortgage,,ACT-00057923,,
Bitdefender,"WorldTech Management Solutions, LLC",,ACT-00031102,,
Bitdefender,AiCure Corporation,,ACT-00457749,,
Bitdefender,Brylin,,ACT-00286589,64f79594e5e1ce95bd08a206,Brylin
Bitdefender,Brylin,,ACT-00286589,,
Bitdefender,Data House,,ACT-00049537,,
Bitdefender,M1 Bank,,ACT-00291508,,
Bitdefender,Smart Office USA,,ACT-00051230,6977d3cfe22166ddb2085ba1,Smart Office USA
Bitdefender,Utah Tech Repair,,ACT-00418625,67ad205d168c138dfe0d4ada,Utah Tech Repair
Bitdefender,Concentric Integration,,ACT-00151723,5ec29603404ad33a975643d8,Concentric Integration
Bitdefender,Tech Stream Solutions,,ACT-00243834,,
Bitdefender,IronOak IT Inc,,ACT-00165415,,
Bitdefender,NICE-Pak,,ACT-00239004,668e9412659c579e5f0c8b97,NICE-Pak
Bitdefender,Electronic Business Systems UK,,ACT-00157376,,
Bitdefender,American Lazer Services,,ACT-00200376,,
Bitdefender,The Midtown Group,,ACT-00453229,698e3a3d332576fcee08da21,The Midtown Group
Bitdefender,Carson's Nut-Bolt & Tool Co.,,ACT-00260447,64dfcd52a1c482448800572b,Carson's Nut-Bolt & Tool Co.
Bitdefender,6tem TI,,ACT-00237100,,
Bitdefender,Computer Medic SC,,ACT-00005617,,
Bitdefender,Jilasoan,,ACT-00035439,,
Bitdefender,PCS INC,,ACT-00195595,5ffc8479404ad3257e338914,PCS INC
Bitdefender,"Micro Support Services, Inc.",,ACT-00197093,5e00d0110d21ea8460603286,"Micro Support Services, Inc."
Bitdefender,Nerd Crossing (Nerd Crossing SMB),,ACT-00073612,5c34ebb76e16d670238b456b,Nerd Crossing (Nerd Crossing SMB)
Bitdefender,Dijital Majik Computer Clinic,,ACT-00293453,,
Bitdefender,Baleehoo Media c8cd,,ACT-00298323,63910bba2c3edf605b05683d,Baleehoo Media c8cd
Bitdefender,Uniag Coopérative,,ACT-00275259,,
Bitdefender,"TriFlex IT Solutions, LLC",,ACT-00287482,,
Bitdefender,Infoxchange,,ACT-00265813,620335445e2aa82fd12bfe04,Infoxchange
Bitdefender,"SideQuest Solutions, LLC",,ACT-00448841,69713ce662e3ad690a010ad6,"SideQuest Solutions, LLC"
Bitdefender,Mill - techusa.com,,ACT-00645015,,
Bitdefender,Network Dynamics,,ACT-00142623,5ffdb8c40d21ea09b731a98a,Network Dynamics
Bitdefender,Maine PC Solutions 5554,,ACT-00052414,642c767eb212fa7767017337,Maine PC Solutions 5554
Bitdefender,Mwave,,ACT-00457918,,
Bitdefender,Flmakebusiness LLC,,ACT-00265683,67db1c1de7958a74c70658fa,Flmakebusiness LLC
Bitdefender,PCX,,ACT-00265923,687e5327b38cfe87b7018855,PCX
Bitdefender,HMB Tech,,ACT-00216274,,
Bitdefender,Logix Data Products Inc,,ACT-00155171,66e1a6dd195d8977dc01095f,Logix Data Products Inc
Bitdefender,KNS Tech Services,,ACT-00108966,5e42dfa3404ad33c265a1a13,KNS Tech Services
Bitdefender,"St Aubin Technologies, Inc.",,ACT-00019470,63af46b019ff8117e9032f7a,"St Aubin Technologies, Inc."
Bitdefender,On the Wire Consulting,,ACT-00179953,,
Bitdefender,Axle Cloud,,ACT-00079129,5086e4ea354c3a301e000002,Axle Cloud
Bitdefender,Reliable Technology Solutions (lt6my1),,ACT-00078453,632352c5167b069f300db267,Reliable Technology Solutions (lt6my1)
Bitdefender,"Litewire, LLC",,ACT-00153472,,
Bitdefender,"J2 IT Group, LLC",,ACT-00116290,,
Bitdefender,A Prompt Computer Center,,ACT-00153568,,
Bitdefender,PCPLUS NETWORKS1,,ACT-00121227,685eec538fd8b03bc60774a1,PCPLUS NETWORKS1
Bitdefender,Freelance Computer Services,,ACT-00115973,,
Bitdefender,Blackhawk Bank & Trust,,ACT-00296888,665d394efa81ab8fa60c3ec8,Blackhawk Bank & Trust
Bitdefender,"Tech Guru Consulting, Inc",,ACT-00334256,6261d0eb701dd115863545b7,"Tech Guru Consulting, Inc"
Bitdefender,Tech@Mydesk,,ACT-00135149,,
Bitdefender,"Salus Finance, LLC dba AdminaHealth",,ACT-00080549,,
Bitdefender,"SideQuest Solutions, LLC",,ACT-00448841,,
Bitdefender,Bethel IT Services,,ACT-00451649,,
Bitdefender,Acclaim IT,,ACT-00065012,,
Bitdefender,U Marketing IT LLC,,ACT-00461742,669819d3aefc3126d60e97c6,U Marketing IT LLC
Bitdefender,Citizens State Bank of Indiana,,ACT-00271828,,
Bitdefender,Netitude Ltd,,ACT-00081578,,
Bitdefender,SMIKTECK,,ACT-00231385,64e55ba812f543bddb01df1c,SMIKTECK
Bitdefender,Wired Telcom LLC,,ACT-00123772,682cbd9bf98cf0d0e90807fb,Wired Telcom LLC
Bitdefender,Proactive Supply,,ACT-00317491,665f1eefc8c5ee9ea7002636,Proactive Supply
Bitdefender,Goeco,,ACT-00287298,698b915a78dca4361e0be5b5,Goeco
Bitdefender,Empower IT Group,,ACT-00190453,,
Bitdefender,Diamond Computers,,ACT-00048537,,
Bitdefender,Turnkey Telecom,,ACT-00165875,,
Bitdefender,Pegasus Technology Pty Ltd,,ACT-00232225,,
Bitdefender,FSIOffice,,ACT-00436209,,
Bitdefender,Starboard Solutions,,ACT-00456869,,
Bitdefender,Tech Check LLC,,ACT-00264705,65c126a85dc448b4f9040a54,Tech Check LLC
Bitdefender,BizTech Solutions,,ACT-00084626,,
Bitdefender,Provalus,,ACT-00103976,5e39b06e404ad3281c0164a9,Provalus
Bitdefender,Entourage Technology Pty Ltd +Fortify,,ACT-00068033,693766c0e4525e1f6904900d,Entourage Technology Pty Ltd +Fortify
Bitdefender,"Horizon Tire, Inc.",,ACT-00023219,68a3515ee871b3297e053bd5,"Horizon Tire, Inc."
Bitdefender,Caffeinated Computer Consulting Inc.,,ACT-00084599,,
Bitdefender,The Connected Office,,ACT-00253166,636bf4d55f12ae27590dbb6b,The Connected Office
Bitdefender,"A-Plus Computers, Inc.",,ACT-00069102,5e84df46735748459a719545,"A-Plus Computers, Inc."
Bitdefender,Cloud Connect,,ACT-00230469,,
Bitdefender,CompuTant,,ACT-00233320,,
Bitdefender,Cortexx Software,,ACT-00415996,6762d4c446ec3426280da1cc,Cortexx Software
Bitdefender,Eagle Haven,,ACT-00081505,,
Bitdefender,"Litewire, LLC",,ACT-00153472,5c02dd1ced0c77ad3b8b456c,"Litewire, LLC"
Bitdefender,Nova Flex,,ACT-00074123,6001d25e7a45de6b292d23aa,Nova Flex
Bitdefender,BDG Group Ltd,,ACT-00449576,,
Bitdefender,"Wilson Technology Group, Inc.",,ACT-00186050,,
Bitdefender,GT Technical Solutions.,,ACT-00240179,5e0516740d21ea71cd51b594,GT Technical Solutions.
Bitdefender,Williams Jewelers,,ACT-00279051,67f876770b0218b791092434,Williams Jewelers
Bitdefender,BCIT Solutions,,ACT-00267798,,
Bitdefender,"Ephesus Office Technologies, Inc",,ACT-00206307,,
Bitdefender,SGV,,ACT-00286512,,
Bitdefender,COMHOME Network Solutions,,ACT-00023310,,
Bitdefender,"Computer & Networking Services, LLC",,ACT-00030812,,
Bitdefender,"Axio Computer Solutions, LLC",,ACT-00008919,,
Bitdefender,Microtel Systems Corp,,ACT-00099396,,
Bitdefender,Strategic Network Consulting Ltd (UK),,ACT-00178035,,
Bitdefender,Data House,,ACT-00049537,5d80f05473574805d02734ad,Data House
Bitdefender,Alturra,,ACT-00150799,5fee22a80d21ea2c376d8834,Alturra
Bitdefender,Integrity Technology Services Ltd,,ACT-00184173,,
Bitdefender,Defender Services,,ACT-00269554,62f6abf0b1cf0a3ece054f4a,Defender Services
Bitdefender,Business Computer Solutions Ltd.,,ACT-00015430,,
Bitdefender,VMS Security Cloud Inc.,,ACT-00453953,,
Bitdefender,"Superior Steel, Inc",,ACT-00288311,,
Bitdefender,BIT Solution,,ACT-00265547,678539a0563497c89e0102cd,BIT Solution
Bitdefender,OZO Services,,ACT-00298604,,
Bitdefender,I.T. Insiders,,ACT-00241692,573db3cab81b77f7f88b457d,I.T. Insiders
Bitdefender,Inlet Technologies Ltd,,ACT-00228030,67f01d0af4ac4729b300cdde,Inlet Technologies Ltd
Bitdefender,"Knowit, LLC",,ACT-00187176,,
Bitdefender,FOGO Data Centers,,ACT-00171505,,
Bitdefender,Link High Technologies,,ACT-00022169,5d8141b873574849ea7deb84,Link High Technologies
Bitdefender,KKI Technologies,,ACT-00240150,,
Bitdefender,B&B Theatres,,ACT-00133168,,
Bitdefender,Monolith IT,,ACT-00237782,69978181b111da0fe60b668a,Monolith IT
Bitdefender,G6 Technologies,,ACT-00048872,,
Bitdefender,Prestige IT 4 U,,ACT-00263364,,
Bitdefender,AspireTech,,ACT-00061211,,
Bitdefender,Computech,,ACT-00036410,,
Bitdefender,1845 Solutions,,ACT-00317000,,
Bitdefender,MNGD Networks,,ACT-00264068,,
Bitdefender,FSA Consulting,,ACT-00269195,,
Bitdefender,MCA,,ACT-00167113,,
Bitdefender,United Rolls,,ACT-00296319,,
Bitdefender,IT Works Network,,ACT-00065946,,
Bitdefender,Entheo,,ACT-00116337,,
Bitdefender,Blackhawk Bank & Trust,,ACT-00296888,,
Bitdefender,Sopinf Tech LLC,,ACT-00361750,,
Bitdefender,Tech on Demand Inc.,,ACT-00070739,,
Bitdefender,Sarasota Networks,,ACT-00389623,64d6c07e0ad3bda2fd0fa216,Sarasota Networks
Bitdefender,Homeport Electronics,,ACT-00240097,,
Bitdefender,Future Tek,,ACT-00238709,5db9db7b0d21ea1c106126cf,Future Tek
Bitdefender,Acclaim IT,,ACT-00065012,6435f070d04e73bfea0171f7,Acclaim IT
Bitdefender,Kaesim Cybersecurity,,ACT-00040758,,Kaesim Cybersecurity
Bitdefender,"IT Mindscape, Inc.",,ACT-00102131,5bc49a88ed0c77137d8b456c,"IT Mindscape, Inc."
Bitdefender,Avalon Hills,,ACT-00225517,,
Bitdefender,Tilley Pressure Test,,ACT-00262270,6908c1b806a3aa3eff04b6d7,Tilley Pressure Test
Bitdefender,Sushimaki,,ACT-00239608,5e290618404ad323cd25c144,Sushimaki
Bitdefender,Greystone Technology Group,,ACT-00009188,,
Bitdefender,"Sites Computer Resources, Inc.",,ACT-00074806,,
Bitdefender,Sopinf Tech LLC,,ACT-00361750,66df6283276405e7da0ef318,Sopinf Tech LLC
Bitdefender,Zero-In,,ACT-00083287,,
Bitdefender,LMT Computer Systems Inc. (LMT TECHNOLOGY Solutions),,ACT-00171250,5fff549d0d21ea4137405fe8,LMT Computer Systems Inc. (LMT TECHNOLOGY Solutions)
Bitdefender,Tech Mesa,,ACT-00265196,,
Bitdefender,Tech4biz Pty Ltd,,ACT-00070572,,
Bitdefender,Viking Technology Solutions,,ACT-00035831,,
Bitdefender,Momentumsolar,,ACT-00036804,5df8ffd87357481b2a6edb39,Momentumsolar
Bitdefender,Audigy Group,,ACT-00032896,5bd8b2f6ed0c77094e8b456c,Audigy Group
Bitdefender,IT Foundations,,ACT-00188686,,
Bitdefender,Zenith Networks Ltd,,ACT-00125668,,
Bitdefender,OnSite Computer Solutions Inc,,ACT-00078846,,
Bitdefender,Daemon Consulting,,ACT-00239459,6716984233194f689d0bc6ba,Daemon Consulting
Bitdefender,Carmichael Consulting Solutions,,ACT-00069316,,
Bitdefender,AD Infogestion,,ACT-00010658,,
Bitdefender,Baleehoo Media Inc,,ACT-00298323,,
Bitdefender,JointVue,,ACT-00257123,60fadb21442a031ade301d45,JointVue
Bitdefender,"Macro Systems, LLC",,ACT-00013841,5dd6f72a0d21ea17c104c4bc,"Macro Systems, LLC"
Bitdefender,Legado Systems,,ACT-00365300,681a41333ed734976602da8f,Legado Systems
Bitdefender,Beta Comp International,,ACT-00055400,656504630537e016510fe7ea,Beta Comp International
Bitdefender,Consordia LLC,,ACT-00032763,,
Bitdefender,Symmetry-IT,,ACT-00058245,,
Bitdefender,Icon Computer Solutions,,ACT-00146558,,
Bitdefender,Salco Solutions,,ACT-00084579,,
Bitdefender,EN3 IT Solutions Ltd,,ACT-00384842,,
Bitdefender,IronOak IT Inc,,ACT-00165415,6030968f0d21ea131c586b47,IronOak IT Inc
Bitdefender,TEGRO Pty Ltd,,ACT-00090054,,
Bitdefender,"Paws, Whiskers & Wags",,ACT-00274404,6813c5bebcb01a563702018c,"Paws, Whiskers & Wags"
Bitdefender,Data Safe Services,,ACT-00196582,5aac39eb7bfd70ec6b8b458b,Data Safe Services
Bitdefender,BA Systems (B.A. Systems),,ACT-00070754,59ef7ee57bfd7068268b45b5,BA Systems (B.A. Systems)
Bitdefender,Network Center Communications+Fortify,,ACT-00061025,63c0463ee4f7ef59210037c4,Network Center Communications+Fortify
Bitdefender,"Ncore, LLC",,ACT-00275544,6374f4ab01920af4cc023907,"Ncore, LLC"
Bitdefender,Future Tek,,ACT-00238709,,
Bitdefender,TEKStrike,,ACT-00380848,,
Bitdefender,"Knowit, LLC",,ACT-00187176,5dd6bd0a7357484e206f6463,"Knowit, LLC"
Bitdefender,TSAChoice,,ACT-00045143,5eac5aa9404ad3693b68d384,TSAChoice
Bitdefender,Advanced Micro Systems & Solutions Inc,,ACT-00166528,6464ecdf5ac797bd3b0a9f26,Advanced Micro Systems & Solutions Inc
Bitdefender,Singularity Solutions,,ACT-00246818,58c2b673f71b777b9c8b45a2,Singularity Solutions
Bitdefender,Williams Jewelers,,ACT-00279051,,
Bitdefender,Busix Computer Services Ltd.,,ACT-00115760,60675113967e7c288d254763,Busix Computer Services Ltd.
Bitdefender,Coastal Carolina IT,,ACT-00287910,601d52d20d21ea325c592024,Coastal Carolina IT
Bitdefender,Buddy Rents,,ACT-00186523,,
Bitdefender,AlphaKOR Group Inc,,ACT-00246173,60a54396bc3eec1e4072bbd7,AlphaKOR Group Inc
Bitdefender,Netdigix Computer Consulting,,ACT-00015934,58812f86301b7733ec8b456d,Netdigix Computer Consulting
Bitdefender,Avalon Hills,,ACT-00225517,64256ca9ef0115ee65098986,Avalon Hills
Bitdefender,Concurrent Systems,,ACT-00236875,,
Bitdefender,Madere Towing,,ACT-00052849,,
Bitdefender,Sunwest Aviation Ltd,,ACT-00148024,,
Bitdefender,Nuvex Solutions,,ACT-00188402,,
Bitdefender,Wifi Guy Llc.,,ACT-00455226,,
Bitdefender,TRAKAmerica,,ACT-00243671,60254eb00d21ea7ee8135b9a,TRAKAmerica
Bitdefender,ComTech Network Solutions,,ACT-00246018,5ec2c94f404ad306095c7c67,ComTech Network Solutions
Bitdefender,IT Mindscape Inc,,ACT-00102131,,
Bitdefender,OnPar Inc.,,ACT-00059547,5812404f301b77a5818b4570,OnPar Inc.
Bitdefender,Efficium,,ACT-00336768,67407694ee0f5a35a80f8a7b,Efficium
Bitdefender,CompuTECH,,ACT-00036410,,
Bitdefender,Diagnostics Technical Support,,ACT-00267777,,
Bitdefender,Parrish Consulting Services Inc,,ACT-00420220,67c89f9227ad43da1d0a69b9,Parrish Consulting Services Inc
Bitdefender,"Compass Network Group, Inc.",,ACT-00154692,,
Bitdefender,Transnet Communications,,ACT-00266248,,
Bitdefender,Aspen Tech Team LLC,,ACT-00075755,669fffd41982360d3d05a0b8,Aspen Tech Team LLC
Bitdefender,Beringer Technology Group,,ACT-00229927,,
Bitdefender,Prestige IT 4 U,,ACT-00263364,617ae5541eca2c4892220a35,Prestige IT 4 U
Bitdefender,Chubb Fire & Security Ltd,,ACT-00055707,,
ESET,Netranom Communications Inc.,,ACT-00007573,,netranom
ESET,Computer Age,,ACT-00208987,,Computer Age
ESET,eVero Corporation,,ACT-00220812,,eVero Corporation
ESET,NERD-1-1 IT Consultants,,,,
ESET,EC Group,,ACT-00209311,,EC Group
ESET,NSR Business Solutions,,ACT-00024391,,NSR Business Solutions
ESET,Computer Doctor,,ACT-00094890,,Computer Doctor
ESET,Digital Wave,,ACT-00178179,,Digital Wave
ESET,Tech Tonics,,ACT-00043626,,Tech Tonics
ESET,Redwood Group,,ACT-00094133,,Redwood Group
ESET,Liberating Insight,,ACT-00188992,,Liberating Insight LLC
ESET,Wilkins Miller,,ACT-00239399,,Wilkins Miller
ESET,"GURU, Inc",,ACT-00041946,,"GURU, Inc"
ESET,Pegasus Industries and Packaging,,ACT-00171583,,Pegasus Industries and Packaging
ESET,Flying Canoe,,ACT-00246093,,Flying Canoe
ESET,ProServeIT Corporation,,ACT-00076368,,ProServeIT Corporation
ESET,"Computer Wrangler, LLC",,ACT-00219669,,"Computer Wrangler, LLC"
ESET,Fernco Inc,,ACT-00278420,,Fernco Inc
ESET,"Solid Networks, Inc.",,ACT-00040048,,"Solid Networks, Inc"
ESET,"Sysarc, Inc.",,ACT-00125137,,"Sysarc, Inc."
ESET,Bogart & Daugherty Consulting,,ACT-00015021,,Bogart & Daugherty Consulting
ESET,Fireside Office Solutions,TD Synnex Corp,ACT-00245356,,Fireside Office Solutions
ESET,Geosot Inc,,ACT-00127653,,Geosot Inc
ESET,I-Tech,,,,
ESET,Connected Technology,,ACT-00066989,,Connected Technology
ESET,"NERD""-""1""-""1 IT Consultants",,ACT-00138383,,NERD-1-1 IT Consultants
ESET,S & R Computer Assoc Inc,,ACT-00038605,,S & R Computer Assoc Inc
ESET,"ConnectWise, Inc. TEST",,,,
ESET,EZ Micro Solutions,,ACT-00097712,,EZ Micro Solutions
ESET,IT Goat,,ACT-00246669,,IT GOAT
ESET,JTEK Solutions Inc.,,ACT-00108388,,JTEK Solutions Inc.
ESET,NeoLore Networks Inc.,,ACT-00065960,,NeoLore Networks Inc.
ESET,"R""-""Computer",,ACT-00044239,,R-Computer
ESET,The JC Dean Group,,ACT-00204059,,The JC Dean Group
ESET,Transnology Solution Inc,,ACT-00159361,,Transnology Solution Inc
ESET,"ConnectWise, Inc. PSA",,,,
ESET,BWS Technologies,,ACT-00104758,,BWS Technologies
ESET,Enhanced Computing Solutions,,ACT-00215787,,Enhanced Computing Solutions
ESET,Datroo Technologies,,ACT-00167242,,Datroo Technologies
ESET,"Szymanski Consulting, Inc.",,ACT-00021195,,"Szymanski Consulting, Inc."
ESET,Keytel Systems,,ACT-00079066,,Keytel Systems
ESET,Capital Network Solutions,,ACT-00132109,,Capital Network Solutions
ESET,"Carceron Systems Group, LLC",,ACT-00132764,,"Carceron Systems Group, LLC"
ESET,TSM32 Pty Ltd,,ACT-00239336,,TSM32 Pty Ltd
ESET,Vistitude Computer Solutions,,ACT-00215679,,"Vistitude Computer Solutions, Inc"
ESET,"Ace Technology Group, LLC",,ACT-00201874,,"ACE Technology Group, LLC"
ESET,Computer Geeks,,ACT-00201268,,Computer Geeks
ESET,Ibota,,ACT-00087858,,"Ibota, Inc."
ESET,Puma Capital,,ACT-00253379,,Puma Capital
ESET,Seifert Technologies,,ACT-00021656,,Seifert Technologies
ESET,Fleming IT Solutions,,ACT-00218076,,Fleming IT Solutions
ESET,Sikich LLP,,ACT-00028403,,Sikich LLP
ESET,TechFIT,TD Synnex Corp,ACT-00236890,,TechFIT
ESET,Advanced Network Professionals,,ACT-00195492,,Advanced Network Professionals
ESET,Allegiance Technology Ltd.,,ACT-00026637,,Allegiance Technology Ltd.
ESET,Capital Computers & Networks,,ACT-00237705,,Capital Computers & Networks
ESET,"Info-Tek Computer Resources, LLC",,,,
ESET,kainenterprises,,ACT-00270954,,kainenterprises
ESET,Umansky Automotive Group,,ACT-00079079,,Umansky Automotive Group
ESET,"Shift IT Solutions, Inc.",,ACT-00246185,,"Shift IT Solutions, Inc."
ESET,"ConnectWise, Inc. DataCenter",,,,
ESET,SysTechNY,,ACT-00046476,,SysTechNY
ESET,James Moore & Co. P.L,,ACT-00211605,,James Moore & Co. P.L
ESET,"Horne & Benik Networks, LLC",,ACT-00052405,,"Horne & Benik Networks, LLC"
ESET,"Intelligent Networks, Inc",,ACT-00064501,,"Intelligent Networks, Inc"
ESET,MainSail Data,,ACT-00097838,,MainSail Data
ESET,Bello Technologies,,ACT-00213133,,Bello Technologies
ESET,"T4 Resources, Inc.",,ACT-00033586,,"T4 Resources, Inc."
ESET,VLCM,,ACT-00154535,,VLCM
ESET,Roroe Consulting,,ACT-00102224,,Roroe Consulting
ESET,Silbertech i.t. llc,,ACT-00066622,,Silbertech i.t. llc
ESET,Computer Emergency Room,,ACT-00194106,,Computer Emergency Room
ESET,Total Computer Solutions,,ACT-00053413,,Total Computer Solutions
ESET,Syngenius,,ACT-00174194,,Syngenius
ESET,Concept Data,,ACT-00240804,,Concept Data
