MONTH,ERROR_CURRENT,PRED_CURRENT,ACTUAL_PCT,NETTING_CURRENT,ERROR_CHALLENGER,PRED_CHALLENGER,NETTING_CHALLENGER,ABS_ERR_CURRENT,ABS_ERR_CHALLENGER,ABS_ERR_DELTA,ERR_DELTA,NETTING_DELTA
2024-12-01,2.3970727808708148,72.5615032227078,70.16443044183698,1.6064012744546925,2.370198851168197,72.53462929300518,1.579527344752074,2.3970727808708148,2.370198851168197,-0.026873929702617705,-0.026873929702617705,-0.026873929702618593
2025-01-01,-1.8732808440877733,72.6342274905053,74.50750833459307,1.80797101559907,-2.127459915752027,72.38004841884104,1.553791943934808,1.8732808440877733,2.127459915752027,0.2541790716642538,-0.2541790716642538,-0.254179071664262
2025-02-01,-1.244809834416401,73.33477379896587,74.57958363338227,1.4937379881945247,-1.1549993991354626,73.42458423424681,1.583548423475469,1.244809834416401,1.1549993991354626,-0.08981043528093835,0.08981043528093835,0.08981043528094435
2025-03-01,0.3317217286650162,71.58488633673375,71.25316460806873,1.4536483458243528,0.3026822559903195,71.55584686405905,1.4246088731496496,0.3317217286650162,0.3026822559903195,-0.029039472674696698,-0.029039472674696698,-0.029039472674703193
2025-04-01,1.723690627096829,71.7517086191754,70.02801799207857,1.2518740451862411,1.895091403105596,71.92310939518417,1.4232748211950097,1.723690627096829,1.895091403105596,0.17140077600876702,0.17140077600876702,0.17140077600876857
2025-05-01,-2.033798752430428,71.48513122428699,73.51892997671742,1.1786655797723522,-1.8218619359560928,71.69706804076132,1.3906023962466982,2.033798752430428,1.8218619359560928,-0.21193681647433538,0.21193681647433538,0.21193681647434603
2025-06-01,3.538676099537753,75.16938383519332,71.63070773565556,1.31297074683269,3.646396229920356,75.27710396557592,1.42069087721529,3.538676099537753,3.646396229920356,0.10772013038260297,0.10772013038260297,0.10772013038259987
2025-07-01,3.8108061793883934,77.10441179809753,73.29360561870914,1.8236219515607484,3.4300635038809304,76.72366912259007,1.4428792760532885,3.8108061793883934,3.4300635038809304,-0.380742675507463,-0.380742675507463,-0.3807426755074599
2025-08-01,3.3453232591216846,75.59996052086821,72.25463726174652,1.9907830111510048,2.86241971002282,75.11705697176934,1.5078794620521407,3.3453232591216846,2.86241971002282,-0.48290354909886446,-0.48290354909886446,-0.482903549098864
2025-09-01,3.2637681106890994,73.4981749261637,70.2344068154746,1.83292346912054,2.9219423298536498,73.15634914532825,1.4910976882850877,3.2637681106890994,2.9219423298536498,-0.3418257808354497,-0.3418257808354497,-0.34182578083545234
2025-10-01,3.3843716675471853,76.31766816230756,72.93329649476037,1.5844727570136048,3.4640366503789863,76.39733314513936,1.6641377398454051,3.3843716675471853,3.4640366503789863,0.07966498283180101,0.07966498283180101,0.07966498283180035
2025-11-01,1.7111303680654115,76.28448550688331,74.5733551388179,1.4611394975837868,1.92090925219847,76.49426439101637,1.6709183817168451,1.7111303680654115,1.92090925219847,0.20977888413305856,0.20977888413305856,0.20977888413305834
2025-12-01,3.29205875897604,75.61658090784067,72.32452214886463,1.6207348509585415,3.349040856702985,75.67356300556762,1.6777169486854864,3.29205875897604,3.349040856702985,0.05698209772694485,0.05698209772694485,0.05698209772694485
2026-01-01,1.9119942519990476,71.35114322948276,69.43914897748371,1.524279042552725,1.9774868954291376,71.41663587291285,1.5897716859828064,1.9119942519990476,1.9774868954291376,0.06549264343008998,0.06549264343008998,0.06549264343008132
2026-02-01,2.3616466480904705,75.84972135519976,73.48807470710929,1.4934696588021457,2.389761687096481,75.87783639420577,1.5215846978081478,2.3616466480904705,2.389761687096481,0.028115039006010534,0.028115039006010534,0.028115039006002096
2026-03-01,0.4311440061147635,71.25810948794684,70.82696548183208,1.4070431010030784,0.5486624681561665,71.37562794998824,1.5245615630444815,0.4311440061147635,0.5486624681561665,0.11751846204140298,0.11751846204140298,0.11751846204140315
2026-04-01,-0.1656104587634672,72.22473472600687,72.39034518477034,1.1702772038523317,0.075446778946528,72.46579196371687,1.4113344415623388,0.1656104587634672,0.075446778946528,-0.0901636798169392,0.2410572377099952,0.2410572377100071
2026-05-01,2.4129778782059788,72.05436896473391,69.64139108652793,1.1396960403561376,2.6585117162983494,72.29990280282628,1.3852298784485155,2.4129778782059788,2.6585117162983494,0.24553383809237062,0.24553383809237062,0.24553383809237794
